Name,Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,User_Score
World Soccer Winning Eleven 6 International,PS2,2002,Sports,Konami Digital Entertainment,2.99,93.0,9.1
Devil May Cry,PS2,2001,Action,Capcom,2.99,94.0,8.5
Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts,2.96,85.0,5.9
Middle-Earth: Shadow of Mordor,PS4,2014,Action,Warner Bros. Interactive Entertainment,2.96,84.0,8.1
Sonic Heroes,PS2,2003,Platform,Sega,2.96,64.0,7.8
Hitman 2: Silent Assassin,PS2,2002,Action,Eidos Interactive,2.96,85.0,7.8
Titanfall,XOne,2014,Shooter,Electronic Arts,2.95,86.0,6.4
Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts,2.95,88.0,8.5
SOCOM II: U.S. Navy SEALs,PS2,2003,Shooter,Sony Computer Entertainment,2.94,87.0,9.0
Pac-Man Collection,GBA,2001,Puzzle,Atari,2.94,79.0,7.8
Street Fighter IV,X360,2009,Fighting,Capcom,2.94,93.0,7.3
inFAMOUS,PS3,2009,Action,Sony Computer Entertainment,2.93,85.0,8.3
Kirby Super Star Ultra,DS,2008,Platform,Nintendo,2.92,76.0,8.8
Call of Duty: Ghosts,XOne,2013,Shooter,Activision,2.92,78.0,4.3
Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios,2.91,91.0,8.7
Sonic Mega Collection Plus,PS2,2004,Misc,Sega,2.9,73.0,8.6
World Soccer Winning Eleven 7 International,PS2,2003,Sports,Konami Digital Entertainment,2.9,93.0,9.0
Sega Superstars Tennis,X360,2008,Sports,Sega,2.89,67.0,6.8
Hot Shots Golf 3,PS2,2001,Sports,Sony Computer Entertainment,2.89,85.0,8.9
Cooking Mama: Cook Off,Wii,2007,Simulation,505 Games,2.89,61.0,5.3
Call of Duty: Finest Hour,PS2,2004,Shooter,Activision,2.89,76.0,7.7
WarioWare: Smooth Moves,Wii,2006,Puzzle,Nintendo,2.89,83.0,7.4
Madden NFL 13,X360,2012,Sports,Electronic Arts,2.86,81.0,5.8
The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,Ubisoft,2.86,87.0,8.7
Assassin's Creed IV: Black Flag,PS4,2013,Action,Ubisoft,2.85,83.0,7.8
Mortal Kombat,PS3,2011,Fighting,Warner Bros. Interactive Entertainment,2.84,84.0,8.4
Madden NFL 10,X360,2009,Sports,Electronic Arts,2.83,85.0,6.1
BioShock,X360,2007,Shooter,Take-Two Interactive,2.83,96.0,8.9
Metroid Prime,GC,2002,Shooter,Nintendo,2.82,97.0,9.3
Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft,2.82,90.0,8.2
Medal of Honor,PS3,2010,Shooter,Electronic Arts,2.81,75.0,7.5
inFAMOUS: Second Son,PS4,2014,Action,Sony Computer Entertainment,2.79,80.0,7.9
NBA Street,PS2,2001,Sports,Electronic Arts,2.79,89.0,8.6
Jak II,PS2,2003,Platform,Sony Computer Entertainment,2.78,87.0,8.2
Need for Speed: Hot Pursuit,PS3,2010,Racing,Electronic Arts,2.78,89.0,7.2
Skylanders: Spyro's Adventure,Wii,2011,Action,Activision,2.78,81.0,5.6
Battlefield 3,PC,2011,Shooter,Electronic Arts,2.78,89.0,7.5
Mortal Kombat X,PS4,2015,Fighting,Warner Bros. Interactive Entertainment,2.78,83.0,7.7
The Sims,PS2,2003,Simulation,Electronic Arts,2.77,83.0,7.7
Killzone 3,PS3,2011,Shooter,Sony Computer Entertainment,2.77,84.0,7.9
Star Wars: The Force Unleashed,X360,2008,Action,LucasArts,2.77,73.0,6.7
Yoshi's Island DS,DS,2006,Platform,Nintendo,2.76,81.0,7.4
Saints Row: The Third,X360,2011,Action,THQ,2.76,84.0,7.6
Tekken 6,PS3,2009,Fighting,Namco Bandai Games,2.75,79.0,7.4
Sonic and the Secret Rings,Wii,2007,Platform,Sega,2.73,69.0,6.6
The Legend of Zelda: A Link to the Past,GBA,2002,Action,Nintendo,2.7,95.0,9.1
Onimusha: Warlords,PS2,2001,Action,Virgin Interactive,2.7,86.0,8.2
L.A. Noire,X360,2011,Adventure,Take-Two Interactive,2.7,89.0,7.8
Call of Duty 3,X360,2006,Shooter,Activision,2.7,82.0,6.5
Madden NFL 12,X360,2011,Sports,Electronic Arts,2.69,78.0,5.9
LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,LucasArts,2.69,84.0,9.0
Killzone: Shadow Fall,PS4,2013,Shooter,Sony Computer Entertainment,2.69,73.0,6.8
Madden NFL 11,X360,2010,Sports,Electronic Arts,2.69,84.0,5.7
Burnout 3: Takedown,PS2,2004,Racing,Electronic Arts,2.68,93.0,9.1
Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,Nintendo,2.67,79.0,7.7
Professor Layton and the Last Specter,DS,2009,Puzzle,Nintendo,2.67,83.0,8.7
Call Of Duty 2: Big Red One,PS2,2005,Shooter,Activision,2.67,77.0,8.2
Medal of Honor,PS,1998,Shooter,Electronic Arts,2.67,92.0,8.6
Fable,XB,2004,Role-Playing,Microsoft Game Studios,2.66,85.0,8.5
Guitar Hero: World Tour,X360,2008,Misc,Activision,2.66,85.0,6.3
FIFA 17,XOne,2016,Sports,Electronic Arts,2.65,84.0,5.5
Tom Clancy's Splinter Cell,PS2,2003,Action,Ubisoft,2.65,89.0,7.7
Need for Speed: Shift,PS3,2009,Racing,Electronic Arts,2.65,84.0,6.9
Medal of Honor Heroes,PSP,2006,Shooter,Electronic Arts,2.65,71.0,7.9
Final Fantasy XIII-2,PS3,2011,Role-Playing,Square Enix,2.63,79.0,6.6
Midnight Club: Street Racing,PS2,2000,Racing,Take-Two Interactive,2.63,78.0,7.8
Skate 3,X360,2010,Sports,Electronic Arts,2.63,80.0,8.0
ESPN NFL 2K5,PS2,2004,Sports,Sega,2.62,90.0,8.2
Halo Wars,X360,2009,Strategy,Microsoft Game Studios,2.62,82.0,7.2
NBA 2K12,X360,2011,Sports,Take-Two Interactive,2.62,90.0,7.7
FIFA Soccer 10,X360,2009,Sports,Electronic Arts,2.62,90.0,7.5
Medal of Honor,X360,2010,Shooter,Electronic Arts,2.61,74.0,6.7
Harry Potter and the Chamber of Secrets,PS2,2002,Action,Electronic Arts,2.61,71.0,7.6
God of War Collection,PS3,2009,Action,Sony Computer Entertainment,2.6,91.0,8.7
NBA Live 2005,PS2,2004,Sports,Electronic Arts,2.59,84.0,8.1
Mario Strikers Charged,Wii,2007,Sports,Nintendo,2.58,79.0,8.0
FIFA Soccer 09,PS3,2008,Sports,Electronic Arts,2.58,87.0,7.5
Style Savvy,DS,2008,Simulation,Nintendo,2.58,73.0,7.7
WWE SmackDown vs. RAW 2007,PS2,2006,Fighting,THQ,2.58,80.0,8.6
LEGO Star Wars: The Complete Saga,X360,2007,Action,LucasArts,2.57,80.0,7.4
Madden NFL 08,PS2,2007,Sports,Electronic Arts,2.57,78.0,7.8
Monster Hunter Freedom 2,PSP,2007,Role-Playing,Capcom,2.57,72.0,8.7
Sonic Adventure 2 Battle,GC,2001,Platform,Sega,2.56,73.0,8.3
Madden NFL 13,PS3,2012,Sports,Electronic Arts,2.56,83.0,5.5
Dragon Age: Origins,X360,2009,Role-Playing,Electronic Arts,2.56,86.0,7.9
Pokémon Colosseum,GC,2003,Role-Playing,Nintendo,2.54,73.0,8.0
LittleBigPlanet,PSP,2009,Platform,Sony Computer Entertainment,2.54,87.0,7.8
Madden NFL 09,X360,2008,Sports,Electronic Arts,2.53,83.0,7.0
Crazy Taxi,PS2,2001,Racing,Acclaim Entertainment,2.52,80.0,7.9
Art Academy,DS,2010,Misc,Nintendo,2.52,75.0,8.0
NBA 2K14,X360,2013,Sports,Take-Two Interactive,2.52,87.0,4.9
Skylanders Giants,Wii,2012,Action,Activision,2.52,78.0,7.0
Deca Sports,Wii,2008,Sports,Konami Digital Entertainment,2.5,50.0,5.4
Marvel: Ultimate Alliance,X360,2006,Role-Playing,Activision,2.5,82.0,7.5
Mortal Kombat: Deadly Alliance,PS2,2002,Fighting,Midway Games,2.49,79.0,8.8
Game Party,Wii,2007,Misc,Midway Games,2.48,25.0,4.3
Bloodborne,PS4,2015,Action,Sony Computer Entertainment,2.48,92.0,8.6
Mario Party 4,GC,2002,Misc,Nintendo,2.47,70.0,7.4
Pure,X360,2008,Racing,Disney Interactive Studios,2.47,85.0,7.7
NBA 2K13,PS3,2012,Sports,Take-Two Interactive,2.47,90.0,8.0
Saints Row: The Third,PS3,2011,Action,THQ,2.47,82.0,7.7
Resistance 2,PS3,2008,Shooter,Sony Computer Entertainment,2.46,87.0,6.1
NBA 2K15,PS4,2014,Sports,Take-Two Interactive,2.45,83.0,7.0
Final Fantasy Tactics,PS,1997,Role-Playing,SquareSoft,2.45,83.0,8.2
Midnight Club: Los Angeles,PS3,2008,Racing,Take-Two Interactive,2.45,82.0,8.2
The Sims: Bustin' Out,PS2,2003,Simulation,Electronic Arts,2.43,81.0,8.4
LEGO Harry Potter: Years 1-4,Wii,2010,Action,Warner Bros. Interactive Entertainment,2.43,79.0,8.0
Call of Duty: Infinite Warfare,XOne,2016,Shooter,Activision,2.42,78.0,3.1
Madden NFL 16,XOne,2015,Sports,Electronic Arts,2.42,84.0,6.1
Tom Clancy's Rainbow Six: Vegas 2,X360,2008,Shooter,Ubisoft,2.42,82.0,7.8
Need for Speed Carbon: Own the City,PSP,2006,Racing,Electronic Arts,2.42,73.0,7.9
Dragon Ball Z: Budokai 2,PS2,2003,Fighting,Atari,2.41,66.0,8.2
pro evolution soccer 2011,PS3,2010,Sports,Konami Digital Entertainment,2.41,77.0,6.8
ATV Offroad Fury,PS2,2001,Racing,Sony Computer Entertainment,2.41,82.0,8.4
Need for Speed: ProStreet,PS2,2007,Racing,Electronic Arts,2.41,62.0,6.2
Halo: Combat Evolved Anniversary,X360,2011,Shooter,Microsoft Game Studios,2.4,82.0,8.1
Guitar Hero,PS2,2005,Misc,RedOctane,2.38,91.0,8.7
Madden NFL 11,PS3,2010,Sports,Electronic Arts,2.38,83.0,6.1
Dead Island,X360,2011,Action,Deep Silver,2.37,71.0,6.9
Half-Life 2,PC,2004,Shooter,Vivendi Games,2.37,96.0,9.1
The Incredibles,PS2,2004,Action,THQ,2.37,62.0,7.6
Madden NFL 08,X360,2007,Sports,Electronic Arts,2.37,85.0,6.4
Tony Hawk's Underground 2,PS2,2004,Sports,Activision,2.37,83.0,8.8
Zumba Fitness,X360,2010,Sports,505 Games,2.37,42.0,5.5
Madden NFL 10,PS3,2009,Sports,Electronic Arts,2.37,85.0,6.8
Midnight Club: Los Angeles,X360,2008,Racing,Take-Two Interactive,2.35,81.0,8.5
Kinect: Disneyland Adventures,X360,2011,Misc,Microsoft Game Studios,2.35,73.0,2.9
WWE SmackDown vs Raw 2008,PS2,2007,Fighting,THQ,2.34,71.0,7.2
The Legend of Zelda: Majora's Mask 3D,3DS,2015,Action,Nintendo,2.34,89.0,9.0
Resident Evil - Code: Veronica X,PS2,2001,Action,Capcom,2.34,84.0,8.4
NBA 2K16,XOne,2015,Sports,Take-Two Interactive,2.34,86.0,6.2
Kinect Sports: Season Two,X360,2011,Sports,Microsoft Game Studios,2.34,66.0,6.5
James Bond 007: Everything or Nothing,PS2,2004,Shooter,Electronic Arts,2.31,84.0,9.1
Need For Speed: High Stakes,PS,1999,Racing,Electronic Arts,2.31,86.0,8.5
Guild Wars 2,PC,2012,Action,NCSoft,2.31,90.0,7.9
Paper Mario: Sticker Star,3DS,2012,Role-Playing,Nintendo,2.3,75.0,5.6
Batman: Arkham Origins,PS3,2013,Action,Warner Bros. Interactive Entertainment,2.29,76.0,7.7
LEGO Star Wars: The Complete Saga,PS3,2007,Action,LucasArts,2.29,80.0,6.7
Need for Speed Underground 2,XB,2004,Racing,Electronic Arts,2.28,77.0,8.7
Pro Evolution Soccer 2010,PS3,2009,Sports,Konami Digital Entertainment,2.28,78.0,6.7
FIFA Soccer 09,PS2,2008,Sports,Electronic Arts,2.28,82.0,6.9
LEGO Harry Potter: Years 1-4,DS,2010,Action,Warner Bros. Interactive Entertainment,2.28,72.0,7.2
The Sims 3,X360,2010,Simulation,Electronic Arts,2.28,76.0,7.1
Pokemon Ranger: Shadows of Almia,DS,2008,Role-Playing,Nintendo,2.28,68.0,8.2
Dead Island,PS3,2011,Action,Deep Silver,2.27,71.0,6.6
Kirby: Nightmare in Dream Land,GBA,2002,Platform,Nintendo,2.27,81.0,8.9
Wario Land 4,GBA,2001,Platform,Nintendo,2.26,88.0,8.9
Sonic's Ultimate Genesis Collection,PS3,2009,Misc,Sega,2.26,80.0,8.6
Far Cry: Primal,PS4,2016,Action,Ubisoft,2.26,76.0,6.3
Battlefield 1,XOne,2016,Shooter,Electronic Arts,2.25,87.0,8.2
Onimusha 2: Samurai's Destiny,PS2,2002,Adventure,Capcom,2.25,84.0,9.0
Paper Mario: The Thousand-Year Door,GC,2004,Role-Playing,Nintendo,2.25,87.0,9.4
Madden NFL 12,PS3,2011,Sports,Electronic Arts,2.25,79.0,5.5
God of War: Ascension,PS3,2013,Action,Sony Computer Entertainment,2.25,80.0,7.5
Guitar Hero III: Legends of Rock,PS3,2007,Misc,Activision,2.24,83.0,7.8
Sonic Advance,GBA,2001,Platform,Sega,2.24,87.0,8.1
Super Monkey Ball: Banana Blitz,Wii,2006,Misc,Sega,2.24,74.0,5.7
New Super Luigi U,WiiU,2013,Platform,Nintendo,2.24,77.0,7.9
Spyro: Season of Ice,GBA,2001,Platform,Vivendi Games,2.23,74.0,8.0
Dissidia: Final Fantasy,PSP,2008,Fighting,Square Enix,2.23,79.0,8.0
Madden NFL 25,X360,2013,Sports,Electronic Arts,2.23,80.0,5.6
Borderlands 2,PS3,2012,Shooter,Take-Two Interactive,2.23,91.0,8.2
Prince of Persia: The Sands of Time,PS2,2003,Action,Ubisoft,2.22,92.0,8.8
Monster Hunter Tri,Wii,2009,Role-Playing,Nintendo,2.22,84.0,8.6
LEGO Marvel Super Heroes,X360,2013,Action,Warner Bros. Interactive Entertainment,2.22,80.0,7.6
Tom Clancy's Rainbow Six: Siege,PS4,2015,Shooter,Ubisoft,2.21,73.0,7.3
Star Wars: The Force Unleashed,PS3,2008,Action,LucasArts,2.21,71.0,6.6
Guitar Hero II,X360,2007,Misc,Activision,2.2,92.0,8.1
Forza Motorsport 5,XOne,2013,Racing,Microsoft Game Studios,2.2,79.0,5.9
Rock Band 2,X360,2008,Misc,Electronic Arts,2.2,92.0,8.3
Need for Speed: Hot Pursuit,X360,2010,Racing,Electronic Arts,2.2,88.0,7.0
LEGO Indiana Jones: The Original Adventures,DS,2008,Action,Activision,2.2,80.0,7.9
BioShock 2,X360,2010,Shooter,Take-Two Interactive,2.2,88.0,8.2
Star Wars: Knights of the Old Republic,XB,2003,Role-Playing,Activision,2.19,94.0,9.2
Madden NFL 15,PS4,2014,Sports,Electronic Arts,2.19,81.0,6.1
Pro Evolution Soccer 2012,PS3,2011,Action,Konami Digital Entertainment,2.19,80.0,6.6
Saints Row,X360,2006,Action,THQ,2.18,81.0,7.5
ATV Offroad Fury 2,PS2,2002,Racing,THQ,2.18,82.0,8.9
FIFA 15,XOne,2014,Sports,Electronic Arts,2.18,82.0,5.4
Tom Clancy's The Division,XOne,2016,Shooter,Ubisoft,2.16,80.0,6.9
Final Fantasy XIII,X360,2010,Role-Playing,Square Enix,2.16,82.0,6.3
The Sims: House Party,PC,2001,Simulation,Electronic Arts,2.16,74.0,7.9
Scribblenauts,DS,2009,Puzzle,Warner Bros. Interactive Entertainment,2.16,79.0,7.6
Sonic Unleashed,Wii,2008,Platform,Sega,2.16,66.0,7.3
Pokemon Ranger,DS,2006,Role-Playing,Nintendo,2.15,69.0,7.6
Overwatch,PS4,2016,Shooter,Activision,2.14,90.0,6.1
Hitman: Absolution,PS3,2012,Action,Square Enix,2.14,83.0,7.5
Call of Duty: Roads to Victory,PSP,2007,Shooter,Activision,2.13,64.0,7.5
Dance Dance Revolution Extreme,PS2,2004,Simulation,Konami Digital Entertainment,2.13,77.0,9.0
Final Fantasy Tactics Advance,GBA,2003,Role-Playing,SquareSoft,2.13,87.0,7.8
Your Shape featuring Jenny McCarthy,Wii,2009,Sports,Ubisoft,2.12,62.0,5.2
Project Gotham Racing,XB,2001,Racing,Microsoft Game Studios,2.12,85.0,8.2
NBA 2K12,PS3,2011,Sports,Take-Two Interactive,2.11,90.0,6.7
Need for Speed: Hot Pursuit 2,PS2,2002,Racing,Electronic Arts,2.11,89.0,8.5
Dynasty Warriors 4,PS2,2003,Action,Tecmo Koei,2.11,78.0,9.3
NBA 2K14,PS3,2013,Sports,Take-Two Interactive,2.11,84.0,4.9
Parasite Eve,PS,1998,Role-Playing,SquareSoft,2.1,81.0,8.9
Tetris DS,DS,2006,Puzzle,Nintendo,2.1,84.0,8.7
Battlefield: Hardline,PS4,2015,Shooter,Electronic Arts,2.1,73.0,5.0
Mortal Kombat,X360,2011,Fighting,Warner Bros. Interactive Entertainment,2.1,86.0,8.3
Borderlands,PS3,2009,Shooter,Take-Two Interactive,2.09,83.0,7.9
Devil May Cry 3: Dante's Awakening,PS2,2005,Action,Capcom,2.09,84.0,9.0
NBA 2K11,X360,2010,Action,Take-Two Interactive,2.09,89.0,8.1
Dying Light,PS4,2015,Action,Warner Bros. Interactive Entertainment,2.09,74.0,7.9
Dead Rising,X360,2006,Action,Capcom,2.08,85.0,7.6
World of Warcraft: Cataclysm,PC,2010,Role-Playing,Activision,2.08,90.0,5.6
Tetris Worlds,PS2,2002,Puzzle,THQ,2.08,44.0,6.2
Final Fantasy III,DS,2006,Role-Playing,Square Enix,2.08,77.0,7.1
Mario Party 5,GC,2003,Misc,Nintendo,2.08,69.0,8.2
Portal 2,X360,2011,Shooter,Valve Software,2.08,95.0,8.5
Mario Sports Mix,Wii,2010,Sports,Nintendo,2.08,64.0,7.1
Need for Speed: Most Wanted 5-1-0,PSP,2005,Racing,Electronic Arts,2.07,72.0,7.8
The Sims 2: Pets,DS,2006,Simulation,Electronic Arts,2.07,49.0,5.2
Dance Dance Revolution: Hottest Party,Wii,2007,Simulation,Konami Digital Entertainment,2.07,73.0,7.1
DriveClub,PS4,2014,Racing,Sony Computer Entertainment,2.07,71.0,6.1
UFC 2009 Undisputed,X360,2009,Fighting,THQ,2.06,83.0,7.9
Metal Gear Solid: Peace Walker,PSP,2010,Action,Konami Digital Entertainment,2.06,89.0,8.9
Kingdom Hearts: Birth by Sleep,PSP,2010,Role-Playing,Square Enix,2.06,82.0,8.6
SoulCalibur II,PS2,2003,Fighting,Namco Bandai Games,2.06,92.0,8.8
Need for Speed: ProStreet,X360,2007,Racing,Electronic Arts,2.05,72.0,7.1
Sonic Mega Collection,GC,2002,Misc,Infogrames,2.05,75.0,8.8
Need For Speed: Undercover,PS3,2008,Racing,Electronic Arts,2.05,59.0,5.9
SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006,Shooter,Sony Computer Entertainment,2.04,72.0,9.0
Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005,Action,Ubisoft,2.04,82.0,8.2
Need for Speed: ProStreet,PS3,2007,Racing,Electronic Arts,2.04,73.0,6.0
Donkey Kong Country,GBA,2003,Platform,Nintendo,2.04,78.0,8.9
Dance Central 2,X360,2011,Misc,Microsoft Game Studios,2.04,86.0,8.2
Carnival Games,DS,2008,Misc,Take-Two Interactive,2.03,48.0,3.3
NBA Live 2004,PS2,2003,Sports,Electronic Arts,2.03,86.0,7.7
Call of Duty 2,X360,2005,Shooter,Activision,2.03,89.0,8.1
Rayman Raving Rabbids: TV Party,Wii,2008,Misc,Ubisoft,2.03,73.0,7.7
Pokémon Mystery Dungeon: Blue Rescue Team,DS,2005,Role-Playing,Nintendo,2.02,62.0,8.1
Dark Souls,PS3,2011,Role-Playing,Namco Bandai Games,2.02,89.0,8.7
Just Dance 3,X360,2011,Misc,Ubisoft,2.02,70.0,7.7
Battlefield 4,XOne,2013,Shooter,Electronic Arts,2.02,81.0,6.6
Fire Emblem: Awakening,3DS,2012,Role-Playing,Nintendo,2.01,92.0,9.1
Need for Speed: The Run,PS3,2011,Action,Electronic Arts,2.01,64.0,6.4
Dragon Age: Inquisition,PS4,2014,Role-Playing,Electronic Arts,2.01,89.0,7.4
Dead Space,PS3,2008,Action,Electronic Arts,2.0,88.0,8.8
Mortal Kombat vs. DC Universe,PS3,2008,Fighting,Midway Games,2.0,76.0,7.1
TouchMaster,DS,2007,Puzzle,Midway Games,2.0,71.0,5.7
Tenchu: Stealth Assassins,PS,1997,Action,Activision,1.99,87.0,8.8
Harry Potter and the Chamber of Secrets,GBA,2002,Action,Electronic Arts,1.99,76.0,7.9
Kingdom Hearts 358/2 Days,DS,2009,Role-Playing,Square Enix,1.98,75.0,7.8
Skate 3,PS3,2010,Sports,Electronic Arts,1.98,80.0,7.6
Need for Speed Rivals,PS4,2013,Racing,Electronic Arts,1.98,80.0,6.2
Spyro: Enter the Dragonfly,PS2,2002,Platform,Universal Interactive,1.97,56.0,4.1
Devil May Cry 2,PS2,2003,Action,Capcom,1.97,68.0,6.6
Hot Shots Golf: Open Tee,PSP,2004,Sports,Sony Computer Entertainment,1.96,81.0,8.7
Forza Horizon,X360,2012,Racing,Microsoft Game Studios,1.96,85.0,8.4
Tom Clancy's Rainbow Six: Vegas,X360,2006,Shooter,Ubisoft,1.95,88.0,8.3
Crash Nitro Kart,PS2,2003,Racing,Vivendi Games,1.95,69.0,7.7
Resident Evil 6,X360,2012,Shooter,Capcom,1.95,67.0,5.0
Grand Theft Auto: San Andreas,XB,2005,Action,Take-Two Interactive,1.95,93.0,8.6
NBA Street Vol. 2,PS2,2003,Sports,Electronic Arts,1.95,90.0,8.8
Def Jam Vendetta,PS2,2003,Fighting,Electronic Arts,1.94,80.0,8.9
Kirby Squeak Squad,DS,2006,Platform,Nintendo,1.94,71.0,8.1
Burnout Paradise,PS3,2008,Racing,Electronic Arts,1.94,87.0,7.7
The Sims 3,PS3,2010,Simulation,Electronic Arts,1.94,78.0,6.4
FIFA Soccer 09,X360,2008,Sports,Electronic Arts,1.94,87.0,8.0
Dragon Ball Z: Budokai 3,PS2,2004,Fighting,Atari,1.94,77.0,8.9
Call of Duty: World at War,Wii,2008,Shooter,Activision,1.94,83.0,7.6
Tom Clancy's Ghost Recon,PS2,2002,Shooter,Ubisoft,1.94,63.0,8.3
BioShock Infinite,X360,2013,Shooter,Take-Two Interactive,1.93,93.0,8.5
X-Men Legends,PS2,2004,Role-Playing,Activision,1.93,79.0,8.5
Mortal Kombat vs. DC Universe,X360,2008,Fighting,Midway Games,1.93,72.0,7.5
Destiny: The Taken King,PS4,2015,Shooter,Activision,1.93,86.0,6.0
Red Faction,PS2,2001,Shooter,THQ,1.92,88.0,8.0
The Sims: Makin' Magic,PC,2003,Simulation,Electronic Arts,1.92,80.0,8.6
Mario Party: Island Tour,3DS,2013,Misc,Nintendo,1.92,57.0,6.3
MX Unleashed,PS2,2004,Racing,THQ,1.92,80.0,9.2
PaRappa The Rapper,PS,1996,Misc,Sony Computer Entertainment,1.92,92.0,7.4
Guitar Hero: World Tour,PS3,2008,Misc,Activision,1.92,84.0,7.5
Need for Speed: Shift,X360,2009,Racing,Electronic Arts,1.91,83.0,6.5
Diablo III,PS3,2013,Role-Playing,Activision,1.91,86.0,6.4
LittleBigPlanet 3,PS4,2014,Platform,Sony Computer Entertainment,1.91,79.0,7.1
Star Wars Rogue Leader: Rogue Squadron II,GC,2001,Simulation,LucasArts,1.9,90.0,8.6
Mario Super Sluggers,Wii,2008,Sports,Nintendo,1.89,69.0,7.8
Monopoly,Wii,2008,Misc,Electronic Arts,1.89,70.0,7.8
Madden NFL 09,PS3,2008,Sports,Electronic Arts,1.88,85.0,4.4
Batman: Arkham Origins,X360,2013,Action,Warner Bros. Interactive Entertainment,1.88,74.0,7.5
Game Party 2,Wii,2008,Misc,Midway Games,1.88,29.0,4.6
Mortal Kombat: Deception,PS2,2004,Fighting,Midway Games,1.88,81.0,8.5
NBA 2K17,PS4,2016,Sports,Take-Two Interactive,1.88,88.0,6.7
Toy Story Mania!,Wii,2009,Misc,Disney Interactive Studios,1.88,49.0,6.6
Star Fox Adventures,GC,2002,Adventure,Nintendo,1.87,82.0,7.7
Madden NFL 25,PS3,2013,Sports,Electronic Arts,1.87,76.0,4.1
Dynasty Warriors 3,PS2,2001,Action,THQ,1.87,78.0,9.1
Madden NFL 06,XB,2005,Sports,Electronic Arts,1.86,86.0,6.7
Shrek 2,PS2,2004,Platform,Activision,1.86,71.0,8.5
The Legend of Dragoon,PS,1999,Role-Playing,Sony Computer Entertainment,1.86,74.0,8.4
Star Wars: The Force Unleashed,Wii,2008,Action,LucasArts,1.86,71.0,7.9
NBA Live 2002,PS2,2001,Sports,Electronic Arts,1.86,70.0,7.4
Just Cause 3,PS4,2015,Action,Square Enix,1.86,73.0,6.5
Chrono Cross,PS,1999,Role-Playing,SquareSoft,1.86,94.0,8.1
Jak 3,PS2,2004,Platform,Sony Computer Entertainment,1.85,84.0,8.6
Kingdom Hearts: Chain of Memories,GBA,2004,Role-Playing,Square Enix,1.85,76.0,7.9
Max Payne 3,PS3,2012,Shooter,Take-Two Interactive,1.85,87.0,7.8
LEGO Marvel Super Heroes,PS3,2013,Action,Warner Bros. Interactive Entertainment,1.84,82.0,7.9
Phineas and Ferb,DS,2009,Action,Disney Interactive Studios,1.84,80.0,4.5
NCAA Football 06,PS2,2005,Sports,Electronic Arts,1.84,87.0,8.5
Rayman Raving Rabbids 2,Wii,2007,Misc,Ubisoft,1.83,67.0,8.3
Kirby: Triple Deluxe,3DS,2014,Platform,Nintendo,1.83,80.0,8.8
Sonic Classic Collection,DS,2010,Platform,Sega,1.83,70.0,7.5
inFAMOUS 2,PS3,2011,Action,Sony Computer Entertainment,1.82,83.0,8.4
World of Warcraft: Mists of Pandaria,PC,2012,Role-Playing,Activision,1.82,82.0,4.8
Namco Museum,PS2,2001,Misc,Namco Bandai Games,1.82,72.0,6.0
The Sims: Hot Date,PC,2001,Simulation,Electronic Arts,1.82,85.0,7.9
Demon's Souls,PS3,2009,Role-Playing,Namco Bandai Games,1.82,89.0,8.9
The Orange Box,X360,2007,Shooter,Electronic Arts,1.82,96.0,8.9
DDRMAX2: Dance Dance Revolution,PS2,2003,Simulation,Konami Digital Entertainment,1.81,82.0,8.2
Virtua Fighter 4,PS2,2002,Fighting,Sega,1.81,94.0,8.0
Mafia III,PS4,2016,Action,Take-Two Interactive,1.81,68.0,5.1
Sly 2: Band of Thieves,PS2,2004,Platform,Sony Computer Entertainment,1.81,88.0,9.0
Sonic Advance 2,GBA,2002,Platform,Sega,1.8,83.0,8.3
Madden NFL 07,X360,2006,Sports,Electronic Arts,1.8,80.0,6.0
NBA 2K11,PS3,2010,Action,Take-Two Interactive,1.8,89.0,7.6
Forza Motorsport 6,XOne,2015,Racing,Microsoft Game Studios,1.8,87.0,7.9
The Evil Within,PS4,2014,Action,Bethesda Softworks,1.79,75.0,7.3
Metroid Prime 3: Corruption,Wii,2007,Shooter,Nintendo,1.79,90.0,8.9
Midnight Club II,PS2,2003,Racing,Take-Two Interactive,1.78,85.0,8.5
The Getaway: Black Monday,PS2,2004,Action,Sony Computer Entertainment,1.78,57.0,7.6
50 Cent: Bulletproof,PS2,2005,Action,Vivendi Games,1.77,47.0,6.6
Dead or Alive 3,XB,2001,Fighting,Microsoft Game Studios,1.77,87.0,8.6
Dragon Quest Monsters: Joker,DS,2006,Role-Playing,Square Enix,1.76,75.0,7.4
LEGO Star Wars III: The Clone Wars,Wii,2011,Action,LucasArts,1.76,76.0,7.7
UFC 2009 Undisputed,PS3,2009,Fighting,THQ,1.76,84.0,8.1
